POS_ID,HIRE_DATE,HIRE_MONTH,HIRE_COUNT,TERM_DATE,TERM_MONTH,TERM_COUNT,TERM_REASON,FILL_TIME,HIRE_HEADCOUNT,TERM_HEADCOUNT
QC89OUQ0V,6/12/2017,6/1/2017,1,,,,,30,,
QC93GSJ3D,,,,,,,,17,,
QC95IJM0Y,1/2/2019,1/1/2019,1,1/12/2019,1/1/2019,1,Voluntary Resignation,58,"40,637","40,637"
QC95OYD4C,,,,,,,,46,,
QC98SXB7Q,,,,9/20/2018,9/1/2018,1,Voluntary Resignation,40,,
QC99CCV2I,8/1/2022,8/1/2022,1,1/1/2018,1/1/2018,1,Will not be replaced,21,"38,419",
QC99WKT4J,,,,,,,,50,,
QD10UPB0C,,,,12/1/2022,12/1/2022,1,Other,41,,"38,280"
QD12DZG2P,6/16/2014,6/1/2014,1,,,,,51,,
QD13DTH7B,,,,,,,,18,,
QD13KFE6T,2/20/2023,2/1/2023,1,,,,,46,"38,476",
QD14LTR0F,,,,,,,,14,,
QD15JCN4K,2/1/2016,2/1/2016,1,4/4/2020,4/1/2020,1,Voluntary Resignation,44,,"41,648"
QD15UWG0V,5/2/2022,5/1/2022,1,12/5/2020,12/1/2020,1,Will not be replaced,56,"37,678","38,585"
QD20RYW1H,8/19/2019,8/1/2019,1,,,,,52,"41,025",
QD23WOJ9G,,,,,,,,34,,
QD26VEK3U,,,,1/1/2016,1/1/2016,1,Voluntary Resignation,52,,
QD28LXA2U,,,,8/12/2017,8/1/2017,1,Voluntary Resignation,58,,
QD28QAK9J,2/25/2019,2/1/2019,1,8/2/2014,8/1/2014,1,Voluntary Resignation,58,"40,904",
QD28UFD1F,,,,,,,,19,,
QD30XMJ2R,,,,9/22/2018,9/1/2018,1,Voluntary Resignation,58,,
QD31FAW5H,,,,1/1/2020,1/1/2020,1,Retirement,57,,"42,612"
QD31OYW7Y,,,,,,,,48,,
QD32CPD1V,,,,,,,,37,,
QD32HYE0P,8/15/2022,8/1/2022,1,9/24/2020,9/1/2020,1,Voluntary Resignation,36,"38,419","39,647"
QD33EAA1Y,,,,,,,,46,,
QD33NOI2S,12/9/2019,12/1/2019,1,,,,,14,"41,909",
QD34XLD6V,,,,,,,,41,,
QD34ZZM1D,9/15/2014,9/1/2014,1,,,,,52,,
QD39HRX2J,2/3/2014,2/1/2014,1,4/9/2022,4/1/2022,1,Voluntary Resignation,55,,"37,957"
QD40WCW5M,2/9/2015,2/1/2015,1,12/11/2021,12/1/2021,1,Voluntary Resignation,20,,"37,065"
QD41IVP2W,,,,,,,,36,,
QD41UIH2F,,,,,,,,41,,
QD41ZVH9P,,,,,,,,29,,
QD45ZUI0I,4/10/2023,4/1/2023,1,,,,,27,"37,009",
QD47ADQ3I,,,,4/29/2017,4/1/2017,1,Voluntary Resignation,17,,
QD47MJF1G,11/6/2017,11/1/2017,1,,,,,60,,
QD48EBK4K,1/4/2016,1/1/2016,1,,,,,41,,
QD49LIP0G,3/23/2022,3/1/2022,1,,,,,39,"38,079",
QD49UGV5I,,,,,,,,52,,
QD50OPU1G,,,,,,,,46,,
QD52JTB2E,,,,6/4/2016,6/1/2016,1,Voluntary Resignation,58,,
QD53VLI8P,,,,12/2/2020,12/1/2020,1,Voluntary Resignation,55,,"38,585"
QD54DDX3N,,,,,,,,34,,
QD54RXQ2K,8/16/2021,8/1/2021,1,,,,,59,"37,967",
QD55GHN6W,,,,6/29/2019,6/1/2019,1,Voluntary Resignation,53,,"41,551"
QD57DTU0B,,,,,,,,50,,
QD57NWP7U,2/7/2022,2/1/2022,1,6/20/2015,6/1/2015,1,Voluntary Resignation,51,"37,885",
QD58IIL7P,,,,4/14/2023,4/1/2023,1,Voluntary Resignation,27,,"37,009"
QD58XAX7E,,,,,,,,51,,
QD58YRJ8R,,,,,,,,48,,
QD60DAL4Y,,,,1/8/2022,1/1/2022,1,Voluntary Resignation,42,,"37,774"
QD62AKR5C,1/20/2016,1/1/2016,1,2/8/2014,2/1/2014,1,Voluntary Resignation,56,,
QD65IQL5G,,,,,,,,43,,
QD68PHA2A,,,,5/31/2015,5/1/2015,1,Voluntary Resignation,15,,
QD68WXY1B,,,,9/9/2017,9/1/2017,1,Voluntary Resignation,51,,
QD69BZW2C,,,,10/18/2017,10/1/2017,1,Voluntary Resignation,34,,
QD69LYU8B,,,,,,,,59,,
QD71XVU4T,7/22/2019,7/1/2019,1,,,,,51,"41,735",
QD71YVP7E,,,,2/9/2016,2/1/2016,1,Voluntary Resignation,21,,
QD72BQZ3P,3/1/2017,3/1/2017,1,4/28/2018,4/1/2018,1,Voluntary Resignation,43,,
QD72SUD7H,2/13/2023,2/1/2023,1,3/7/2020,3/1/2020,1,Voluntary Resignation,44,"38,476","42,057"
QD72XVH6J,9/9/2019,9/1/2019,1,,,,,28,"41,819",
QD73DDX2C,,,,,,,,31,,
QD73YEM1N,9/19/2016,9/1/2016,1,,,,,57,,
QD75ZDP9V,,,,,,,,56,,
QD76SOY9C,,,,,,,,42,,
QD77ETD5J,,,,10/5/2019,10/1/2019,1,Voluntary Resignation,54,,"42,011"
QD80AWN5N,10/26/2015,10/1/2015,1,3/26/2016,3/1/2016,1,Voluntary Resignation,59,,
QD80UQZ2Z,,,,,,,,55,,
QD81COK4I,,,,,,,,50,,
QD84MIM1S,,,,8/20/2022,8/1/2022,1,Voluntary Resignation,57,,"38,419"
QD84ORI3H,,,,,,,,39,,
QD84YFO2J,,,,1/2/2021,1/1/2021,1,Voluntary Resignation,40,,"38,541"
QD85KWA1S,4/2/2018,4/1/2018,1,,,,,39,,
QD85OFY4J,7/6/2021,7/1/2021,1,,,,,25,"38,125",
QD87JXV1J,,,,,,,,20,,
QD88IKN6A,,,,,,,,22,,
QD88JTH3V,,,,,,,,15,,
QD89VQQ4A,7/10/2017,7/1/2017,1,,,,,16,,
QD91MWT1M,,,,,,,,59,,
QD99AYJ9S,2/7/2022,2/1/2022,1,,,,,31,"37,885",
QD99MCM9N,5/23/2022,5/1/2022,1,6/4/2021,6/1/2021,1,Voluntary Resignation,48,"37,678","38,065"
QD99RMZ7L,11/23/2015,11/1/2015,1,,,,,35,,
QE11YWH8A,,,,,,,,20,,
QE12RNQ7U,3/13/2023,3/1/2023,1,,,,,20,"38,049",
QE12UOX6L,,,,,,,,18,,
QE14LBG5I,,,,,,,,44,,
QE15EHY6N,,,,,,,,31,,
QE18XLJ0M,,,,,,,,43,,
QE19LPT9A,3/16/2015,3/1/2015,1,,,,,34,,
QE19TOF6Z,5/15/2017,5/1/2017,1,,,,,56,,
QE20NPB0W,,,,,,,,14,,
QE24IDP1Z,3/2/2015,3/1/2015,1,,,,,15,,
QE24URV8B,,,,10/4/2022,10/1/2022,1,Voluntary Resignation,17,,"38,875"
QE27JZO1V,,,,,,,,34,,
QE27LPA3G,,,,,,,,34,,
QE28WWV7B,4/17/2023,4/1/2023,1,10/10/2020,10/1/2020,1,Will not be replaced,30,"37,009","38,857"
QE29IXI2O,2/24/2020,2/1/2020,1,,,,,27,"41,946",
QE29JNA7F,2/13/2023,2/1/2023,1,4/30/2016,4/1/2016,1,Will not be replaced,33,"38,476",
QE31ATV7R,9/27/2022,9/1/2022,1,,,,,24,"38,665",
QE31JPE5V,,,,,,,,49,,
QE32JIE9H,4/24/2017,4/1/2017,1,9/4/2021,9/1/2021,1,Voluntary Resignation,31,,"38,475"
QE32LIR0P,10/21/2019,10/1/2019,1,,,,,33,"42,011",
QE33RQT1J,,,,,,,,28,,
QE33ZBF7P,,,,,,,,57,,
QE35YNZ2V,2/14/2022,2/1/2022,1,,,,,21,"37,885",
QE37CYT2F,1/9/2017,1/1/2017,1,,,,,19,,
QE37FKV0P,,,,4/4/2020,4/1/2020,1,Voluntary Resignation,57,,"41,648"
QE37LOD6T,1/18/2021,1/1/2021,1,7/1/2017,7/1/2017,1,Voluntary Resignation,59,"38,541",
QE37ZBB4C,,,,,,,,21,,
QE38RJS9C,4/11/2016,4/1/2016,1,,,,,15,,
QE38RTW9T,,,,,,,,29,,
QE39ZVT6J,,,,,,,,50,,
QE40AGF2G,,,,,,,,22,,
QE40LHO6R,,,,,,,,56,,
QE42DIA6I,,,,,,,,26,,
QE42DOV7K,10/11/2021,10/1/2021,1,,,,,55,"38,555",
QE43OAM4G,10/18/2021,10/1/2021,1,,,,,58,"38,555",
QE43PDS4L,6/30/2014,6/1/2014,1,,,,,19,,
QE45NHE6O,3/10/2014,3/1/2014,1,,,,,54,,
QE46FXG5I,,,,12/24/2014,12/1/2014,1,Voluntary Resignation,33,,
QE47DQF6Z,,,,,,,,29,,
QE47PBM9Z,10/12/2015,10/1/2015,1,,,,,55,,
QE47QWP5Q,7/30/2018,7/1/2018,1,,,,,46,,
QE50YAN5P,,,,,,,,47,,
QE51FMX9V,,,,,,,,53,,
QE51MOM0C,,,,,,,,60,,
QE53GUO8V,,,,10/16/2018,10/1/2018,1,Voluntary Resignation,40,,
QE53JNP2J,,,,2/17/2023,2/1/2023,1,Voluntary Resignation,15,,"38,476"
QE54SDO3N,,,,1/19/2019,1/1/2019,1,Other,46,,"40,637"
QE54ZTX2D,,,,,,,,41,,
QE55TWX0B,5/28/2018,5/1/2018,1,,,,,26,,
QE56JQB8O,3/23/2020,3/1/2020,1,10/21/2017,10/1/2017,1,Voluntary Resignation,42,"42,057",
QE57FGX6G,,,,,,,,50,,
QE57UIT1M,5/18/2015,5/1/2015,1,,,,,58,,
QE59AYW1L,11/8/2021,11/1/2021,1,12/30/2020,12/1/2020,1,Voluntary Resignation,43,"37,866","38,585"
QE59FXE2L,3/12/2018,3/1/2018,1,,,,,38,,
QE59WMG1K,4/25/2016,4/1/2016,1,,,,,55,,
QE59XHF1D,1/21/2014,1/1/2014,1,,,,,24,,
QE62FDW4A,8/17/2016,8/1/2016,1,,,,,43,,
QE62SNB6P,3/26/2014,3/1/2014,1,,,,,35,,
QE65MIT9O,2/21/2017,2/1/2017,1,,,,,45,,
QE66NAB4E,2/13/2017,2/1/2017,1,4/20/2019,4/1/2019,1,Voluntary Resignation,42,,"41,125"
QE66VEN2W,4/29/2014,4/1/2014,1,,,,,50,,
QE68QFN8X,,,,3/28/2018,3/1/2018,1,Voluntary Resignation,23,,
QE69SVM8Q,,,,,,,,17,,
QE71DEB1G,,,,,,,,22,,
QE72APV9I,,,,3/1/2022,3/1/2022,1,Voluntary Resignation,48,,"38,079"
QE72QWL8I,,,,1/1/2021,1/1/2021,1,Voluntary Resignation,23,,"38,541"
QE74FOV4B,,,,,,,,16,,
QE75VIN1G,8/26/2019,8/1/2019,1,2/8/2020,2/1/2020,1,Voluntary Resignation,44,"41,025","41,946"
QE77DRN7A,9/8/2014,9/1/2014,1,,,,,39,,
QE78BIJ0W,9/30/2019,9/1/2019,1,1/30/2016,1/1/2016,1,Voluntary Resignation,49,"41,819",
QE78DDQ9F,6/10/2019,6/1/2019,1,,,,,38,"41,551",
QE78RLU2D,10/31/2022,10/1/2022,1,,,,,16,"38,875",
QE79MCF7D,,,,8/26/2015,8/1/2015,1,Voluntary Resignation,28,,
QE81MUB6L,,,,,,,,22,,
QE82GJU5J,4/4/2016,4/1/2016,1,2/1/2015,2/1/2015,1,Voluntary Resignation,43,,
QE83FWF3D,5/9/2022,5/1/2022,1,,,,,21,"37,678",
QE83TFE4Z,,,,,,,,60,,
QE84PMI2I,,,,2/1/2014,2/1/2014,1,Will not be replaced,35,,
QE85ZHH5O,,,,,,,,37,,
QE88YJO2V,,,,,,,,42,,
QE88ZRI5C,,,,10/22/2018,10/1/2018,1,Voluntary Resignation,14,,
QE89BEB9D,6/15/2015,6/1/2015,1,11/24/2022,11/1/2022,1,Voluntary Resignation,25,,"38,973"
QE89JFV1A,,,,11/27/2021,11/1/2021,1,Voluntary Resignation,45,,"37,866"
QE93NBL2N,2/22/2016,2/1/2016,1,,,,,20,,
QE93QKQ4B,,,,,,,,43,,
QE93UEN2Q,4/24/2023,4/1/2023,1,,,,,20,"37,009",
QE96JFS1X,3/9/2020,3/1/2020,1,,,,,24,"42,057",
QE96ZEC0B,4/21/2014,4/1/2014,1,,,,,22,,
QE98RFD8Q,,,,,,,,30,,
QE99HUL8F,2/9/2015,2/1/2015,1,,,,,22,,
QE99LCV9F,12/7/2015,12/1/2015,1,,,,,24,,
QF10PXF5S,,,,5/29/2021,5/1/2021,1,Voluntary Resignation,32,,"37,275"
QF18UYN5P,,,,,,,,48,,
QF20KLN9W,1/20/2015,1/1/2015,1,,,,,17,,
QF22GKY2Q,,,,4/6/2021,4/1/2021,1,Voluntary Resignation,54,,"37,058"
QF22KYI2Y,2/21/2018,2/1/2018,1,11/18/2022,11/1/2022,1,Voluntary Resignation,21,,"38,973"
QF23RLD9C,9/21/2020,9/1/2020,1,,,,,32,"39,647",
QF24VAN4A,,,,,,,,16,,
QF25BDX6Y,,,,12/19/2015,12/1/2015,1,Voluntary Resignation,50,,
QF25OMU9Q,3/23/2020,3/1/2020,1,,,,,33,"42,057",
QF26OLE5Y,1/4/2016,1/1/2016,1,,,,,28,,
QF26PSH8G,,,,2/15/2020,2/1/2020,1,Voluntary Resignation,15,,"41,946"
QF27PPY1Q,,,,,,,,33,,
QF28PVE4B,,,,,,,,28,,
QF29KEC2F,,,,10/28/2016,10/1/2016,1,Voluntary Resignation,60,,
QF30TTV6Z,12/1/2018,12/1/2018,1,,,,,58,,
QF32FPI8F,,,,,,,,29,,
QF32PJW3B,,,,,,,,40,,
QF32QMQ8S,,,,3/18/2017,3/1/2017,1,Voluntary Resignation,14,,
QF32SEB8C,,,,,,,,30,,
QF32YKP8K,,,,4/21/2018,4/1/2018,1,Voluntary Resignation,18,,
QF35BYA9C,,,,,,,,47,,
QF36JFJ8R,1/3/2023,1/1/2023,1,11/28/2020,11/1/2020,1,Voluntary Resignation,47,"38,450","38,874"
QF37TRS0P,,,,3/25/2023,3/1/2023,1,Retirement,25,,"38,049"
QF38CBI7A,,,,,,,,35,,
QF39QZU2W,,,,,,,,51,,
QF40HEO1K,,,,,,,,24,,
QF41FDN7H,7/25/2016,7/1/2016,1,6/3/2017,6/1/2017,1,Voluntary Resignation,22,,
QF41IOE9Y,2/1/2021,2/1/2021,1,,,,,57,"37,235",
QF41IOU6A,,,,,,,,27,,
QF43LWH4D,3/6/2017,3/1/2017,1,,,,,31,,
QF45GKZ3G,,,,,,,,38,,
QF45JWT6O,,,,8/4/2015,8/1/2015,1,Voluntary Resignation,26,,
QF46RZD9K,11/27/2017,11/1/2017,1,,,,,23,,
QF46VKN6J,,,,4/4/2015,4/1/2015,1,Voluntary Resignation,34,,
QF47KMK7F,,,,,,,,37,,
QF51POM9P,,,,8/25/2018,8/1/2018,1,Voluntary Resignation,39,,
QF52DDF9V,,,,11/24/2016,11/1/2016,1,Voluntary Resignation,54,,
QF52DWH3G,12/1/2021,12/1/2021,1,8/4/2018,8/1/2018,1,Voluntary Resignation,32,"37,065",
QF52SPW7K,,,,,,,,41,,
QF54LAU9N,3/31/2014,3/1/2014,1,,,,,14,,
QF54YDH5I,3/23/2020,3/1/2020,1,2/27/2016,2/1/2016,1,Voluntary Resignation,56,"42,057",
QF55YND4G,,,,,,,,36,,
QF58JWC1S,,,,,,,,43,,
QF60SAZ5O,10/2/2017,10/1/2017,1,,,,,35,,
QF60UOX8M,,,,,,,,44,,
QF60YGN0V,7/20/2018,7/1/2018,1,,,,,46,,
QF61QKW4W,,,,5/19/2022,5/1/2022,1,Voluntary Resignation,26,,"37,678"
QF61ZTL2K,7/22/2019,7/1/2019,1,1/3/2022,1/1/2022,1,Voluntary Resignation,43,"41,735","37,774"
QF62NTX6J,,,,,,,,21,,
QF63BGC9U,2/20/2020,2/1/2020,1,,,,,19,"41,946",
QF64JCP8D,,,,,,,,55,,
QF64MFQ4I,,,,9/4/2021,9/1/2021,1,Voluntary Resignation,15,,"38,475"
QF64YDS7I,3/19/2018,3/1/2018,1,,,,,33,,
QF66RPR5B,7/14/2014,7/1/2014,1,,,,,49,,
QF71RKD8M,,,,7/25/2020,7/1/2020,1,Voluntary Resignation,33,,"39,903"
QF73VYL2P,,,,,,,,21,,
QF75ZCT8P,5/7/2018,5/1/2018,1,1/4/2022,1/1/2022,1,Voluntary Resignation,50,,"37,774"
QF76KWB3Q,4/22/2019,4/1/2019,1,11/18/2021,11/1/2021,1,Voluntary Resignation,44,"41,125","37,866"
QF77RFR6B,11/16/2021,11/1/2021,1,,,,,42,"37,866",
QF78CBK2S,12/15/2014,12/1/2014,1,1/22/2022,1/1/2022,1,Voluntary Resignation,18,,"37,774"
QF78ILV9W,,,,,,,,49,,
QF78WYD3J,,,,,,,,30,,
QF79FTK5B,,,,,,,,33,,
QF80PGP5F,,,,5/2/2015,5/1/2015,1,Retirement,58,,
QF80QAK7Y,,,,4/26/2018,4/1/2018,1,Voluntary Resignation,45,,
QF81WKG2N,6/29/2015,6/1/2015,1,,,,,56,,
QF84XDP0Y,12/3/2021,12/1/2021,1,,,,,50,"37,065",
QF85ZCX7L,,,,,,,,55,,
QF86ZNS3W,,,,1/1/2020,1/1/2020,1,Will not be replaced,14,,"42,612"
QF87AZN2F,,,,,,,,42,,
QF88LKP4W,,,,,,,,56,,
QF90ECZ4E,8/12/2019,8/1/2019,1,,,,,28,"41,025",
QF90GRY1E,10/2/2019,10/1/2019,1,,,,,29,"42,011",
QF93CUY6B,10/26/2021,10/1/2021,1,,,,,28,"38,555",
QF94LEA8O,4/3/2017,4/1/2017,1,,,,,20,,
QF95XSP9I,3/20/2017,3/1/2017,1,,,,,57,,
QF99CIN1U,,,,,,,,46,,
QF99DYZ5B,,,,,,,,22,,
QG11DEO5T,,,,3/1/2018,3/1/2018,1,Voluntary Resignation,19,,
QG11YWO5P,12/1/2015,12/1/2015,1,,,,,48,,
QG12GMQ9U,,,,10/17/2020,10/1/2020,1,Voluntary Resignation,49,,"38,857"
QG12HQN0R,,,,,,,,31,,
QG12UBO6J,1/16/2018,1/1/2018,1,,,,,15,,
QG13CNN8S,9/26/2022,9/1/2022,1,,,,,29,"38,665",
QG14GIA5Y,,,,6/1/2022,6/1/2022,1,Will not be replaced,31,,"38,504"
QG15LYG3M,,,,,,,,25,,
QG16GLQ9Z,,,,3/24/2018,3/1/2018,1,Voluntary Resignation,57,,
QG16IIE5E,9/10/2018,9/1/2018,1,,,,,37,,
QG16LIW0W,12/19/2022,12/1/2022,1,,,,,21,"38,280",
QG17YZC1G,12/3/2020,12/1/2020,1,,,,,60,"38,585",
QG18LME2V,9/7/2020,9/1/2020,1,,,,,15,"39,647",
QG18MQF2T,9/28/2018,9/1/2018,1,,,,,14,,
QG20ODT6A,,,,5/26/2021,5/1/2021,1,Voluntary Resignation,27,,"37,275"
QG22PCX8C,3/1/2022,3/1/2022,1,,,,,30,"38,079",
QG23EKJ8Q,,,,5/1/2021,5/1/2021,1,Voluntary Resignation,33,,"37,275"
QG23ILQ8U,6/13/2022,6/1/2022,1,10/10/2020,10/1/2020,1,Will not be replaced,29,"38,504","38,857"
QG23JUD5C,12/3/2020,12/1/2020,1,3/4/2022,3/1/2022,1,Voluntary Resignation,58,"38,585","38,079"
QG25GBW7X,1/8/2018,1/1/2018,1,,,,,36,,
QG25NJY0R,9/7/2021,9/1/2021,1,,,,,60,"38,475",
QG26TNY8H,,,,,,,,50,,
QG26XKW1U,3/23/2016,3/1/2016,1,,,,,46,,
QG27JXG4L,2/18/2014,2/1/2014,1,,,,,50,,
QG28AQK2X,8/29/2022,8/1/2022,1,4/30/2022,4/1/2022,1,Will not be replaced,32,"38,419","37,957"
QG28JDS2E,4/18/2016,4/1/2016,1,,,,,44,,
QG31HHH7Z,9/23/2019,9/1/2019,1,,,,,42,"41,819",
QG31WIQ2T,,,,,,,,39,,
QG33KED2I,,,,,,,,59,,
QG35DAX3I,6/16/2014,6/1/2014,1,,,,,58,,
QG35FFH1I,,,,8/8/2019,8/1/2019,1,Voluntary Resignation,27,,"41,025"
QG36SPA7S,10/12/2020,10/1/2020,1,4/10/2015,4/1/2015,1,Voluntary Resignation,17,"38,857",
QG37EEX3S,,,,4/12/2018,4/1/2018,1,Voluntary Resignation,51,,
QG37UHR1D,6/10/2019,6/1/2019,1,8/17/2019,8/1/2019,1,Voluntary Resignation,49,"41,551","41,025"
QG39GJF7V,10/3/2022,10/1/2022,1,,,,,40,"38,875",
QG40NCQ2L,5/10/2021,5/1/2021,1,,,,,25,"37,275",
QG40QNK8K,11/20/2017,11/1/2017,1,,,,,40,,
QG41ATF3B,,,,,,,,38,,
QG41OMU1D,1/7/2019,1/1/2019,1,3/19/2019,3/1/2019,1,Voluntary Resignation,56,"40,637","40,982"
QG41RFS5U,,,,,,,,15,,
QG42KYW4J,,,,,,,,49,,
QG43GDS5K,8/22/2016,8/1/2016,1,5/4/2023,5/1/2023,1,Voluntary Resignation,50,,"36,881"
QG43WGX6D,,,,,,,,40,,
QG44FRM1V,,,,2/24/2018,2/1/2018,1,Retirement,52,,
QG45BIN2X,2/16/2021,2/1/2021,1,,,,,51,"37,235",
QG45RFM8C,12/7/2015,12/1/2015,1,,,,,34,,
QG47SMU3Y,,,,,,,,35,,
QG49GUZ0B,5/4/2015,5/1/2015,1,10/15/2016,10/1/2016,1,Voluntary Resignation,36,,
QG56JMA9O,8/7/2018,8/1/2018,1,,,,,45,,
QG56ZFW3U,12/18/2017,12/1/2017,1,,,,,16,,
QG59GLS1T,11/14/2022,11/1/2022,1,4/25/2015,4/1/2015,1,Voluntary Resignation,14,"38,973",
QG59IEW0W,1/4/2022,1/1/2022,1,,,,,48,"37,774",
QG60FIU5D,,,,4/24/2021,4/1/2021,1,Will not be replaced,28,,"37,058"
QG62APH5L,6/9/2014,6/1/2014,1,9/7/2019,9/1/2019,1,Voluntary Resignation,36,,"41,819"
QG62BEH1M,,,,9/26/2019,9/1/2019,1,Voluntary Resignation,47,,"41,819"
QG64DNA4M,,,,,,,,49,,
QG64VRN8E,3/30/2020,3/1/2020,1,,,,,50,"42,057",
QG66MJW0Q,9/9/2019,9/1/2019,1,8/13/2015,8/1/2015,1,Voluntary Resignation,36,"41,819",
QG66WXP6M,8/24/2015,8/1/2015,1,,,,,36,,
QG67AER7D,8/1/2016,8/1/2016,1,,,,,56,,
QG67XAQ9M,5/3/2021,5/1/2021,1,10/6/2020,10/1/2020,1,Will not be replaced,35,"37,275","38,857"
QG68GMS2N,,,,,,,,43,,
QG69VWL3J,,,,,,,,23,,
QG69ZJJ3R,,,,,,,,52,,
QG70IXL2R,5/1/2023,5/1/2023,1,11/22/2014,11/1/2014,1,Voluntary Resignation,51,"36,881",
QG70MWY6G,9/15/2014,9/1/2014,1,4/3/2023,4/1/2023,1,Voluntary Resignation,59,,"37,009"
QG73QVH7G,,,,,,,,42,,
QG74KVJ4Y,8/28/2014,8/1/2014,1,,,,,25,,
QG78XZI6C,2/3/2020,2/1/2020,1,,,,,41,"41,946",
QG79XDJ6J,6/7/2021,6/1/2021,1,,,,,57,"38,065",
QG80QMC7V,1/6/2014,1/1/2014,1,,,,,49,,
QG80SJS6O,,,,,,,,26,,
QG81KUH0S,,,,6/30/2018,6/1/2018,1,Voluntary Resignation,27,,
QG81WEJ5X,1/25/2016,1/1/2016,1,,,,,38,,
QG82SZK1R,5/3/2021,5/1/2021,1,9/4/2021,9/1/2021,1,Voluntary Resignation,43,"37,275","38,475"
QG82TVG5X,1/22/2019,1/1/2019,1,6/12/2014,6/1/2014,1,Will not be replaced,26,"40,637",
QG83VYQ7R,8/22/2016,8/1/2016,1,,,,,36,,
QG84FKJ1Q,,,,,,,,50,,
QG86OWF0G,,,,12/20/2018,12/1/2018,1,Voluntary Resignation,20,,
QG87HWL8K,,,,,,,,34,,
QG88KNW0J,7/5/2016,7/1/2016,1,,,,,47,,
QG88LSV3K,,,,9/1/2016,9/1/2016,1,Voluntary Resignation,57,,
QG88MGW6Q,,,,,,,,41,,
QG89NPT7Z,,,,12/28/2021,12/1/2021,1,Voluntary Resignation,56,,"37,065"
QG91FBK7L,8/6/2018,8/1/2018,1,,,,,25,,
QG91GWD7D,4/17/2017,4/1/2017,1,4/22/2017,4/1/2017,1,Voluntary Resignation,35,,
QG93UDY1O,,,,,,,,23,,
QG93VCZ7F,,,,6/20/2015,6/1/2015,1,Will not be replaced,30,,
QG94LAX6G,10/17/2022,10/1/2022,1,12/5/2015,12/1/2015,1,Voluntary Resignation,23,"38,875",
QG97COE8F,2/13/2023,2/1/2023,1,10/8/2016,10/1/2016,1,Voluntary Resignation,53,"38,476",
QG97EDW2F,,,,3/27/2021,3/1/2021,1,Voluntary Resignation,31,,"37,214"
QG98TEW0Z,10/4/2021,10/1/2021,1,4/6/2019,4/1/2019,1,Voluntary Resignation,26,"38,555","41,125"
QG99CSJ2A,11/14/2016,11/1/2016,1,10/1/2020,10/1/2020,1,Will not be replaced,50,,"38,857"
QH10QPF7L,9/4/2017,9/1/2017,1,,,,,51,,
QH10VES7S,12/11/2017,12/1/2017,1,6/4/2016,6/1/2016,1,Voluntary Resignation,57,,
QH11OEQ1L,,,,,,,,56,,
QH12CXJ0K,8/16/2021,8/1/2021,1,,,,,32,"37,967",
QH12EWL9J,,,,,,,,43,,
QH12FUI0Z,1/26/2015,1/1/2015,1,,,,,49,,
QH12KUV9L,2/26/2018,2/1/2018,1,,,,,20,,
QH12YSB9O,2/24/2020,2/1/2020,1,,,,,25,"41,946",
QH13DSA2C,,,,,,,,47,,
QH13UMA5T,,,,6/8/2019,6/1/2019,1,Voluntary Resignation,51,,"41,551"
QH15LDV4F,,,,,,,,51,,
QH15MWB7J,,,,2/25/2023,2/1/2023,1,Voluntary Resignation,45,,"38,476"
QH16PQO2F,,,,,,,,35,,
QH17HUD3D,10/25/2021,10/1/2021,1,,,,,28,"38,555",
QH18FOY8U,9/29/2017,9/1/2017,1,6/28/2018,6/1/2018,1,Involuntary,27,,
QH20TJG6S,5/30/2016,5/1/2016,1,,,,,26,,
QH20YZQ5G,7/25/2022,7/1/2022,1,,,,,50,"38,513",
QH21KVD2A,,,,,,,,35,,
QH21XXC4X,,,,,,,,48,,
QH22HRZ8H,1/30/2017,1/1/2017,1,,,,,31,,
QH22RNJ0T,,,,,,,,56,,
QH25IUD7L,9/28/2020,9/1/2020,1,1/22/2020,1/1/2020,1,Voluntary Resignation,28,"39,647","42,612"
QH26CKK5B,,,,10/10/2020,10/1/2020,1,Will not be replaced,43,,"38,857"
QH26GEE4B,,,,,,,,41,,
QH26IZE3I,,,,,,,,28,,
QH27VWU5Q,,,,2/28/2015,2/1/2015,1,Voluntary Resignation,38,,
QH29XWK9R,9/26/2016,9/1/2016,1,3/27/2021,3/1/2021,1,Transfer,30,,"37,214"
QH31CHI9K,,,,,,,,45,,
QH32RXI2Q,,,,,,,,16,,
QH33HXG2P,,,,,,,,46,,
QH33IQH6H,7/10/2017,7/1/2017,1,,,,,58,,
QH34VNQ3I,,,,,,,,19,,
QH35VPX5M,,,,,,,,36,,
QH35XIP1O,2/6/2023,2/1/2023,1,,,,,50,"38,476",
QH37BRQ1P,7/22/2019,7/1/2019,1,,,,,38,"41,735",
QH37PAM0U,10/6/2021,10/1/2021,1,,,,,54,"38,555",
QH38CDO8G,4/16/2018,4/1/2018,1,3/28/2015,3/1/2015,1,Voluntary Resignation,48,,
QH42PBN7K,,,,6/5/2021,6/1/2021,1,Will not be replaced,47,,"38,065"
QH45VUY3T,,,,10/10/2020,10/1/2020,1,Will not be replaced,25,,"38,857"
QH46KDA3A,3/9/2020,3/1/2020,1,,,,,28,"42,057",
QH46OTY4Y,,,,2/23/2022,2/1/2022,1,Voluntary Resignation,46,,"37,885"
QH49YTN1L,6/6/2022,6/1/2022,1,6/18/2016,6/1/2016,1,Voluntary Resignation,38,"38,504",
